annotation_id,image_id,category_id,bbox_x,bbox_y,bbox_w,bbox_h,score
2078,393,30308,580,50,264,460,0.39
2079,393,22074,90,840,180,166,0.25
2080,394,3483,127,272,268,189,1.0
2081,394,28763,605,856,222,213,1.0
2082,394,20238,135,850,236,228,1.0
2083,394,25469,572,231,379,217,0.99
2084,395,3483,605,846,274,188,1.0
2085,395,25469,51,858,372,218,1.0
2086,395,28763,172,208,213,207,1.0
2087,395,20238,617,193,225,220,0.99
2088,396,3483,575,810,278,194,1.0
2089,396,20238,587,187,222,216,1.0
2090,396,28763,152,199,213,200,1.0
2091,396,25469,16,812,383,221,1.0
2092,4,1900,684,808,132,209,1.0
2093,4,29345,117,151,280,415,0.99
2094,4,24850,603,253,293,163,0.98
2095,4,16551,133,644,292,490,0.98
2096,40,3483,158,217,248,218,1.0
2097,40,19861,650,278,212,169,0.99
2098,40,31885,636,606,305,574,0.99
2099,40,29667,120,844,227,220,0.97
2100,400,1900,132,244,194,156,1.0
2101,400,16548,603,124,233,224,1.0
2102,400,33009,17,783,353,220,0.96
2103,400,33208,616,772,213,201,0.94
2104,401,1900,641,858,207,167,1.0
2105,401,16548,110,899,244,242,1.0
2106,401,33009,594,254,340,218,0.97
2107,401,33208,157,295,201,194,0.89
2108,404,35206,427,697,426,239,1.0
2109,404,3351,359,144,184,191,1.0
2110,404,18147,22,592,284,407,1.0
2111,409,1900,134,242,191,169,1.0
2112,409,33009,518,789,382,210,0.99
2113,409,16551,2,729,451,316,0.95
2114,409,34597,547,135,363,268,0.75
2115,409,33009,557,144,343,251,0.39
2116,409,27733,2,676,488,361,0.38
2117,41,3483,589,873,261,232,1.0
2118,41,19861,118,866,222,170,1.0
2119,41,31885,76,79,300,571,0.99
2120,41,29667,631,205,236,218,0.99
2121,411,1900,647,851,202,179,1.0
2122,411,33009,83,256,373,209,0.99
2123,411,16551,496,209,427,289,0.97
2124,411,34597,28,832,400,290,0.88
2125,411,27733,473,163,478,356,0.71
2126,411,33009,43,844,350,272,0.27
2127,412,2483,625,78,223,456,1.0
2128,412,12778,117,168,302,527,0.93
2129,412,3743,103,815,281,283,0.85
2130,412,12081,651,698,244,458,0.69
2131,412,16262,95,797,295,305,0.52
2132,412,13395,643,673,266,485,0.36
2133,412,22362,649,670,229,490,0.3
2134,412,31863,106,802,267,289,0.28
2135,413,2483,629,40,243,470,0.99
2136,413,12778,113,133,308,531,0.95
2137,413,3743,103,793,264,278,0.89
2138,413,12081,637,694,240,433,0.65
2139,413,13395,642,678,248,468,0.59
2140,413,22362,635,680,237,464,0.25
2141,414,2483,56,697,254,482,0.99
2142,414,12778,515,528,309,526,0.96
2143,414,3743,549,193,259,256,0.86
2144,414,12081,66,132,234,426,0.66
2145,414,13395,76,136,237,403,0.31
2146,414,22362,68,121,230,432,0.27
2147,415,3483,600,867,260,231,1.0
2148,415,16262,637,177,248,233,1.0
2149,415,19861,127,867,222,164,0.99
2150,415,31885,116,86,303,547,0.99
2151,416,3483,576,840,257,226,1.0
2152,416,16262,610,175,237,224,1.0
2153,416,19861,93,826,226,177,1.0
2154,416,31885,98,59,304,574,0.99
2155,417,3483,149,220,249,221,1.0
2156,417,16262,98,850,254,245,1.0
2157,417,19861,637,279,220,170,1.0
2158,417,31885,578,620,309,550,0.99
2159,419,3483,124,307,268,201,1.0
2160,419,27733,568,262,298,266,1.0
2161,419,20238,113,857,231,226,1.0
2162,419,25367,544,740,432,437,1.0
2163,42,3483,567,838,261,238,1.0
2164,42,19861,81,825,230,182,1.0
2165,42,29667,607,199,222,218,0.99
2166,42,31885,59,54,291,560,0.98
2167,420,3483,580,758,273,210,1.0
2168,420,25367,1,73,437,420,1.0
2169,420,20238,616,185,219,213,1.0
2170,420,27733,84,726,324,282,0.8
2171,420,35206,85,725,323,285,0.39
2172,422,3483,151,219,248,223,1.0
2173,422,19861,645,275,217,174,1.0
2174,422,36637,98,908,266,161,0.99
2175,422,34597,575,674,340,566,0.84
2176,422,19552,561,687,369,511,0.38
2177,422,31885,571,682,356,558,0.35
2178,423,3483,572,836,258,230,1.0
2179,423,36637,590,199,258,153,1.0
2180,423,19861,93,826,223,176,1.0
2181,423,34597,91,0,322,552,0.59
2182,423,27926,82,0,317,538,0.37
2183,423,19552,79,19,337,478,0.27
2184,429,3483,613,792,268,207,1.0
2185,429,29667,664,180,229,214,1.0
2186,429,27733,129,775,316,274,1.0
2187,429,34597,75,157,474,344,1.0
2188,430,3544,188,202,194,194,0.98
2189,430,16551,75,620,403,394,0.98
2190,430,4543,615,151,202,204,0.98
2191,430,28763,626,791,145,223,0.74
2192,430,3483,626,799,149,222,0.61
2193,431,3544,200,211,203,197,0.99
2194,431,16551,115,670,397,382,0.99
2195,431,4543,640,150,211,212,0.97
2196,431,3483,656,836,142,210,0.82
2197,431,28763,647,825,149,228,0.57
2198,431,27733,94,609,426,419,0.31
2199,432,16551,495,239,407,363,0.99
2200,432,3544,582,857,215,215,0.99
2201,432,4543,131,908,217,207,0.98
2202,432,3483,202,270,150,213,0.98
2203,432,27733,478,164,419,429,0.38
2204,433,3483,580,760,274,208,1.0
2205,433,30308,102,107,341,416,1.0
2206,433,16232,620,177,187,186,1.0
2207,433,27733,87,729,326,281,0.86
2208,433,35206,81,727,328,282,0.37
2209,434,3483,122,307,270,200,1.0
2210,434,27733,568,262,298,267,1.0
2211,434,16232,139,891,199,194,0.99
2212,434,30308,536,695,362,440,0.99
2213,435,3483,608,791,275,212,1.0
2214,435,16232,649,185,191,180,1.0
2215,435,30308,102,124,365,439,1.0
2216,435,27733,124,767,315,276,1.0
2217,436,3483,605,846,274,188,1.0
2218,436,25469,52,857,372,218,1.0
2219,436,20238,614,193,228,220,0.99
2220,436,31885,22,123,463,466,0.97
2221,44,3351,371,154,184,189,1.0
2222,44,13900,579,672,180,266,1.0
2223,44,29667,96,723,228,229,1.0
2224,443,2483,85,678,251,463,1.0
2225,443,25438,569,186,247,253,0.99
2226,443,12778,533,673,345,495,0.83
2227,443,3832,83,107,215,432,0.52
2228,443,13395,59,119,239,439,0.44
2229,443,19552,546,680,335,484,0.37
2230,443,35206,80,126,220,407,0.29
2231,443,12081,78,96,222,459,0.27
2232,444,2483,600,110,253,450,1.0
2233,444,25438,113,839,259,268,0.99
2234,444,3832,660,698,212,468,0.85
2235,444,12778,85,78,327,489,0.77
2236,444,19552,92,96,324,457,0.52
2237,444,13395,642,723,243,466,0.38
2238,449,3483,589,842,282,175,1.0
2239,449,16262,622,180,244,234,1.0
2240,449,28763,95,852,220,206,0.99
2241,449,34597,46,104,379,522,0.66
2242,449,19552,53,143,365,466,0.51
2243,452,1900,645,845,189,192,0.99
2244,452,29451,500,244,396,222,0.97
2245,452,25469,191,240,200,267,0.81
2246,452,12247,174,236,198,247,0.69
2247,452,16551,130,651,302,445,0.6
2248,452,30308,148,611,321,541,0.47
2249,454,2483,107,701,232,490,1.0
2250,454,12778,487,575,302,538,0.96
2251,454,3743,566,192,261,273,0.88
2252,454,13395,127,90,236,463,0.84
2253,454,12081,122,94,237,469,0.4
2254,454,3544,564,168,272,302,0.28
2255,455,2483,599,20,221,493,1.0
2256,455,12778,123,70,316,521,0.97
2257,455,3743,94,796,264,268,0.93
2258,455,13395,587,678,230,503,0.84
2259,455,12081,577,682,247,482,0.49
2260,456,2483,598,63,207,468,0.99
2261,456,12778,132,100,308,536,0.98
2262,456,3743,95,804,274,287,0.87
2263,456,13395,585,681,257,508,0.82
2264,456,16262,93,800,278,288,0.53
2265,456,12081,588,673,249,498,0.35
2266,457,2483,638,56,216,505,1.0
2267,457,12778,98,146,287,540,0.98
2268,457,3743,134,835,266,268,0.92
2269,457,13395,628,678,243,490,0.84
2270,457,12081,624,675,240,494,0.42
2271,458,2483,620,99,230,483,1.0
2272,458,12778,106,168,284,547,0.99
2273,458,3743,131,847,284,287,0.87
2274,458,13395,639,674,254,518,0.83
2275,458,12081,637,656,254,533,0.5
2276,458,16262,128,837,284,292,0.36
2277,459,2483,87,652,216,501,1.0
2278,459,12778,544,499,273,562,0.97
2279,459,3743,516,164,264,263,0.91
2280,459,13395,83,89,234,472,0.83
2281,459,12081,83,88,227,480,0.43
2282,459,3544,524,135,272,297,0.27
2283,46,2483,591,74,245,468,1.0
2284,46,12778,100,104,316,515,0.98
2285,46,3743,124,783,319,328,0.96
2286,46,12081,597,717,242,434,0.65
2287,46,13395,599,720,244,432,0.41
2288,46,22362,594,696,240,474,0.29
2289,460,2483,92,662,210,491,1.0
2290,460,12778,501,576,303,506,0.98
2291,460,3743,492,128,310,299,0.97
2292,460,22362,89,116,251,390,0.82
2293,462,2483,625,91,209,484,1.0
2294,462,12778,129,135,301,523,0.99
2295,462,3743,130,831,321,347,0.95
2296,462,22362,606,722,276,430,0.77
2297,462,12081,599,746,265,412,0.4
2298,463,3483,129,287,280,179,1.0
2299,463,20238,132,869,232,228,0.99
2300,463,28763,671,256,215,200,0.99
2301,463,28763,626,873,214,214,0.99
2302,464,3483,560,810,293,179,1.0
2303,464,28763,141,184,206,199,0.99
2304,464,20238,595,173,218,215,0.99
2305,464,28763,64,814,220,207,0.99
2306,465,3483,589,842,284,175,1.0
2307,465,28763,155,194,214,201,0.99
2308,465,28763,98,853,218,206,0.99
2309,465,20238,620,175,229,219,0.99
2310,468,2483,600,116,206,462,1.0
2311,468,25438,158,871,263,268,0.99
2312,468,12778,114,110,308,517,0.98
2313,468,22362,605,739,257,430,0.81
2314,468,12081,611,756,267,411,0.29
2315,469,3483,608,790,275,212,1.0
2316,469,27733,124,768,315,276,1.0
2317,469,28763,150,222,214,201,0.99
2318,469,35206,601,132,255,385,0.99
2319,47,2483,97,670,248,477,0.99
2320,47,3743,493,168,308,294,0.96
2321,47,12778,526,579,318,518,0.96
2322,47,12081,110,108,230,431,0.65
2323,47,13395,110,110,250,410,0.33
2324,47,22362,104,91,231,425,0.28
2325,472,16548,627,147,238,229,1.0
2326,472,3544,149,189,206,204,0.99
2327,472,3483,630,847,214,147,0.98
2328,472,16548,177,707,237,364,0.77
2329,472,29451,179,694,219,394,0.28
2330,474,16548,116,876,241,243,1.0
2331,474,3544,633,871,217,219,0.99
2332,474,3483,150,311,223,136,0.97
2333,474,16548,579,234,224,334,0.86
2334,474,29451,585,186,197,418,0.45
2335,475,2483,598,83,207,469,0.99
2336,475,25438,126,825,260,268,0.99
2337,475,12778,86,118,315,515,0.92
2338,475,13395,597,721,248,532,0.67
2339,475,3832,604,731,211,515,0.44
2340,477,2483,601,52,216,481,1.0
2341,477,25438,130,806,251,263,0.99
2342,477,12778,87,78,319,520,0.93
2343,477,13395,580,719,248,494,0.78
2344,477,12081,586,694,248,536,0.41
2345,479,3483,539,777,262,227,1.0
2346,479,36637,637,177,179,243,1.0
2347,479,25367,67,67,365,507,0.98
2348,479,27777,147,774,179,208,0.97
2349,481,2483,629,94,220,482,1.0
2350,481,12778,82,102,303,501,0.97
2351,481,3743,132,847,283,287,0.88
2352,481,13395,640,675,253,516,0.83
2353,481,12081,638,657,252,531,0.52
2354,481,16262,133,838,279,291,0.41
2355,481,31863,134,830,279,298,0.27
2356,482,2483,84,655,222,495,1.0
2357,482,12778,550,610,313,518,0.99
2358,482,3743,516,164,264,264,0.91
2359,482,13395,83,88,233,473,0.83
2360,482,12081,83,87,227,481,0.43
2361,482,3544,524,135,272,298,0.28
2362,484,16688,485,116,421,539,1.0
2363,484,3351,420,893,191,193,1.0
2364,484,32310,27,326,295,334,0.95
2365,485,3351,328,146,185,190,1.0
2366,485,16688,35,518,446,591,1.0
2367,485,32310,629,535,290,344,0.96
2368,486,16688,73,617,446,591,1.0
2369,486,3351,369,204,185,185,1.0
2370,486,32310,666,632,291,345,0.96
2371,487,3483,608,792,274,209,1.0
2372,487,16232,646,186,196,178,1.0
2373,487,27733,124,767,314,277,1.0
2374,487,31885,89,39,404,510,0.98
2375,493,16548,125,884,243,242,1.0
2376,493,1900,189,289,198,160,0.99
2377,493,19607,684,902,164,161,0.98
2378,493,16232,686,283,178,160,0.93
2379,494,16548,591,141,234,222,1.0
2380,494,1900,585,827,207,168,0.99
2381,494,19607,137,212,153,151,0.99
2382,494,16232,88,840,184,167,0.97
2383,494,22074,95,835,168,173,0.26
2384,496,3832,498,177,375,368,1.0
2385,496,3351,394,871,190,191,1.0
2386,496,36637,164,294,189,248,0.99
2387,497,3832,58,654,383,383,1.0
2388,497,3351,354,161,185,183,1.0
2389,497,36637,587,669,195,262,1.0
2390,499,3483,126,272,268,190,1.0
2391,499,16262,165,833,253,246,1.0
2392,499,25367,524,732,437,460,1.0
2393,499,25469,573,233,378,217,0.99
2394,5,1900,181,266,131,202,1.0
2395,5,29345,614,716,286,447,0.99
2396,5,24850,99,894,297,167,0.99
2397,5,16551,569,117,287,475,0.95
2398,500,3483,575,811,278,193,1.0
2399,500,16262,545,184,241,229,1.0
2400,500,25367,33,59,421,445,1.0
2401,500,25469,14,813,382,224,0.99
2402,501,3483,605,846,274,188,1.0
2403,501,16262,571,194,248,235,1.0
2404,501,25367,50,76,428,448,1.0
2405,501,25469,50,857,373,218,1.0
2406,502,3483,127,272,268,190,1.0
2407,502,30308,549,735,408,410,1.0
2408,502,25469,572,232,378,217,0.99
2409,502,20238,139,849,231,228,0.99
2410,503,3483,575,811,278,193,1.0
2411,503,30308,40,102,386,395,1.0
2412,503,25469,14,813,380,220,1.0
2413,503,20238,588,192,223,215,0.99
2414,506,3351,352,139,182,190,1.0
2415,506,38162,531,630,199,310,1.0
2416,506,31863,86,697,204,214,1.0
2417,507,3351,393,198,185,182,1.0
2418,507,38162,570,724,196,301,1.0
2419,507,31863,126,784,206,206,0.99
2420,508,3351,419,868,190,192,1.0
2421,508,18147,537,242,343,350,1.0
2422,508,22074,167,261,188,191,0.99
2423,509,3351,329,166,185,190,1.0
2424,509,18147,49,607,349,377,1.0
2425,509,22074,589,778,189,198,1.0
2426,511,3483,151,219,249,222,1.0
2427,511,19861,640,280,217,169,1.0
2428,511,36637,95,909,268,158,0.99
2429,511,25367,574,739,391,503,0.91
2430,511,19552,571,739,389,509,0.34
2431,515,3483,570,812,261,220,1.0
2432,515,30308,96,181,413,372,1.0
2433,515,35206,614,139,225,403,1.0
2434,515,27777,180,814,173,200,0.98
2435,516,35206,140,709,239,410,1.0
2436,516,3483,170,277,263,219,1.0
2437,516,30308,482,704,428,371,1.0
2438,516,27777,636,297,175,193,0.97
2439,517,3483,589,842,282,175,1.0
2440,517,36637,646,210,188,246,1.0
2441,517,28763,95,853,219,205,0.99
2442,517,31885,28,19,377,513,0.99
2443,518,3483,562,810,288,180,1.0
2444,518,36637,616,199,184,248,1.0
2445,518,28763,62,814,220,206,0.99
2446,518,31885,23,0,349,520,0.99
2447,519,36637,154,803,196,250,1.0
2448,519,3483,132,286,278,181,1.0
2449,519,31885,607,696,365,534,0.99
2450,519,28763,673,257,215,199,0.99
2451,520,3483,174,275,260,219,1.0
2452,520,29667,131,882,224,229,0.99
2453,520,28763,615,906,222,215,0.99
2454,520,27777,640,292,174,200,0.97
2455,521,3483,538,778,263,226,1.0
2456,521,28763,147,156,208,197,0.99
2457,521,29667,598,161,219,217,0.99
2458,521,27777,143,773,180,204,0.97
2459,522,3483,564,813,263,220,1.0
2460,522,28763,161,160,215,204,1.0
2461,522,29667,628,162,223,217,0.99
2462,522,27777,178,811,174,201,0.98
2463,525,3483,123,307,268,200,1.0
2464,525,27733,568,261,298,267,1.0
2465,525,16232,140,892,199,190,1.0
2466,525,28763,635,863,219,216,0.99
2467,526,3483,149,219,249,222,1.0
2468,526,16262,98,848,253,247,1.0
2469,526,19861,637,279,219,169,1.0
2470,526,30308,552,709,311,471,0.99
2471,527,3483,600,867,260,232,1.0
2472,527,16262,636,177,248,233,1.0
2473,527,19861,125,862,222,170,1.0
2474,527,30308,142,68,305,474,0.99
2475,528,3483,573,838,260,229,1.0
2476,528,16262,607,172,240,227,1.0
2477,528,19861,94,826,225,178,1.0
2478,528,30308,131,69,297,434,0.99
2479,529,3483,603,846,277,188,1.0
2480,529,25469,52,858,371,217,1.0
2481,529,20238,618,192,224,217,1.0
2482,529,22347,103,238,211,200,0.98
2483,53,2483,650,86,214,492,1.0
2484,53,25438,134,853,260,267,0.99
2485,53,13395,603,686,249,503,0.8
2486,53,12778,77,86,372,487,0.65
2487,53,12081,606,676,245,500,0.31
2488,530,3483,127,272,268,190,1.0
2489,530,25469,572,231,378,216,0.99
2490,530,20238,137,852,234,226,0.99
2491,530,22347,681,833,214,208,0.97
2492,531,3483,575,810,278,193,1.0
2493,531,25469,14,811,384,221,1.0
2494,531,20238,591,189,217,215,1.0
2495,531,22347,89,230,204,193,0.98
2496,532,2483,591,121,287,435,0.99
2497,532,19552,113,114,391,412,0.95
2498,532,3743,80,808,325,341,0.95
2499,532,3832,622,712,227,502,0.69
2500,532,13395,601,704,251,501,0.54
2501,533,2483,609,76,279,462,1.0
2502,533,3743,80,798,321,325,0.97
2503,533,19552,115,68,397,429,0.94
2504,533,13395,599,691,248,509,0.79
2505,533,3832,599,702,242,490,0.4
2506,533,12081,605,698,238,500,0.27
2507,534,2483,52,682,284,448,0.99
2508,534,3743,539,152,311,302,0.95
2509,534,19552,445,698,397,427,0.93
2510,534,13395,100,76,240,482,0.66
2511,534,12081,105,116,231,472,0.31
2512,534,3832,102,76,233,464,0.27
2513,535,3483,603,846,274,187,1.0
2514,535,36637,674,174,172,251,1.0
2515,535,25469,89,832,341,296,1.0
2516,535,31885,76,140,419,507,0.98
2517,536,3483,574,812,277,193,1.0
2518,536,36637,644,166,169,253,1.0
2519,536,25469,51,788,354,302,1.0
2520,536,31885,65,115,397,509,0.99
2521,537,3483,127,272,270,190,1.0
2522,537,36637,134,833,178,253,1.0
2523,537,25469,572,192,339,281,1.0
2524,537,31885,509,593,402,507,0.98
2525,539,3351,322,131,182,190,1.0
2526,539,38162,596,708,193,307,1.0
2527,539,20014,14,661,348,353,1.0
2528,54,2483,68,662,206,488,1.0
2529,54,25438,550,176,246,253,0.99
2530,54,13395,115,92,230,461,0.84
2531,54,12778,461,618,369,495,0.61
2532,54,12081,109,91,235,474,0.4
2533,54,3832,458,644,387,472,0.26
2534,540,3351,362,190,185,184,1.0
2535,540,38162,633,798,195,306,1.0
2536,540,20014,54,760,348,333,0.99
2537,541,3483,149,220,250,221,1.0
2538,541,16232,142,899,199,192,1.0
2539,541,19861,644,276,215,173,0.99
2540,541,31885,598,635,311,598,0.99
2541,542,3483,571,839,262,226,1.0
2542,542,19861,91,827,229,177,1.0
2543,542,16232,616,173,183,180,0.99
2544,542,31885,89,17,291,578,0.98
2545,543,3483,600,867,259,231,1.0
2546,543,19861,125,863,222,170,1.0
2547,543,16232,649,174,184,185,0.99
2548,543,31885,113,54,288,546,0.99
2549,545,3483,174,275,261,218,1.0
2550,545,29667,131,882,225,228,0.99
2551,545,22347,661,858,217,212,0.98
2552,545,27777,639,294,177,196,0.97
2553,546,3483,536,778,264,227,1.0
2554,546,29667,600,161,219,222,0.99
2555,546,22347,109,206,199,190,0.99
2556,546,27777,143,775,181,202,0.97
2557,547,36637,633,211,181,247,1.0
2558,547,3483,652,750,207,267,1.0
2559,547,20877,113,768,334,231,1.0
2560,547,22347,122,241,207,198,0.99
2561,548,3483,144,290,210,258,1.0
2562,548,36637,166,799,194,250,1.0
2563,548,20877,544,294,328,233,1.0
2564,548,22347,665,833,215,204,0.98
2565,55,3351,422,848,190,190,1.0
2566,55,16688,436,165,504,459,1.0
2567,55,20014,50,277,343,327,0.99
2568,551,3483,129,288,281,178,1.0
2569,551,30308,548,687,382,431,0.99
2570,551,20238,133,872,232,223,0.99
2571,551,28763,671,256,215,199,0.99
2572,552,3483,587,842,285,177,1.0
2573,552,30308,78,144,377,428,1.0
2574,552,20238,621,174,227,221,1.0
2575,552,28763,97,853,218,207,0.99
2576,553,3483,574,810,279,194,1.0
2577,553,16232,601,210,185,187,1.0
2578,553,25469,15,812,384,221,1.0
2579,553,34597,0,57,435,480,0.98
2580,555,3483,603,845,277,187,1.0
2581,555,16232,631,218,191,192,1.0
2582,555,25469,51,858,372,218,1.0
2583,555,34597,21,91,441,456,0.96
2584,56,3351,326,190,185,192,1.0
2585,56,20014,552,617,348,345,1.0
2586,56,16688,0,558,510,501,1.0
2587,560,3483,599,868,261,230,1.0
2588,560,19861,125,863,223,169,1.0
2589,560,27733,580,95,285,376,0.91
2590,560,30308,119,65,279,487,0.81
2591,560,35206,577,92,298,384,0.38
2592,560,27926,88,97,297,463,0.26
2593,564,1900,151,254,198,164,1.0
2594,564,33009,545,831,377,205,0.99
2595,564,16551,585,105,300,483,0.98
2596,564,21771,158,807,194,186,0.93
2597,565,2483,623,78,226,454,1.0
2598,565,19552,29,157,397,431,0.87
2599,565,3743,103,815,282,283,0.85
2600,565,12081,652,699,242,458,0.68
2601,565,16262,94,796,296,307,0.5
2602,565,22362,649,668,229,491,0.32
2603,565,13395,653,704,260,445,0.29
2604,565,25367,11,138,411,450,0.27
2605,569,12778,531,572,303,511,0.99
2606,569,2483,90,673,261,472,0.99
2607,569,3743,493,169,309,294,0.96
2608,569,12081,111,107,229,436,0.64
2609,569,13395,113,120,237,411,0.3
2610,569,22362,104,92,232,424,0.27
2611,571,1900,581,867,209,141,1.0
2612,571,16551,541,63,304,439,0.99
2613,571,16232,87,840,184,166,0.96
2614,571,16548,119,142,182,271,0.87
2615,571,22074,90,838,178,166,0.34
2616,572,1900,190,274,203,135,1.0
2617,572,16551,102,707,323,489,1.0
2618,572,16232,686,284,178,159,0.96
2619,572,16548,671,837,180,288,0.57
2620,572,18357,681,819,164,321,0.4
2621,572,38162,676,831,160,284,0.29
2622,573,1900,609,902,207,134,1.0
2623,573,16232,119,876,182,161,0.98
2624,573,16551,566,66,316,463,0.98
2625,573,16548,133,152,182,274,0.86
2626,574,2483,670,80,207,482,1.0
2627,574,12778,91,151,314,518,0.98
2628,574,3743,123,825,318,327,0.97
2629,574,13395,628,663,229,514,0.82
2630,574,12081,626,629,242,555,0.53
2631,575,2483,61,634,208,506,1.0
2632,575,12778,530,528,317,509,0.99
2633,575,3743,498,127,304,300,0.96
2634,575,13395,88,92,232,470,0.82
2635,575,12081,90,93,215,463,0.44
2636,576,2483,660,112,215,471,1.0
2637,576,12778,93,182,313,515,0.97
2638,576,3743,125,838,325,338,0.95
2639,576,13395,636,676,251,514,0.82
2640,576,12081,635,650,251,541,0.51
2641,576,19552,113,206,327,493,0.25
2642,577,1900,133,245,195,157,1.0
2643,577,33009,518,786,382,214,0.99
2644,577,16551,545,55,345,435,0.99
2645,577,19607,141,786,161,157,0.99
2646,578,1900,645,858,201,168,1.0
2647,578,16551,53,732,375,441,0.99
2648,578,19607,661,332,158,151,0.99
2649,578,33009,85,254,370,211,0.99
2650,579,1900,149,255,203,156,1.0
2651,579,33009,545,832,376,204,0.99
2652,579,19607,171,821,160,154,0.99
2653,579,16551,577,87,346,431,0.99
2654,58,3483,574,837,256,227,1.0
2655,58,19861,90,826,230,177,1.0
2656,58,34597,36,26,403,522,0.97
2657,58,27733,544,96,295,365,0.94
2658,581,16548,104,905,245,238,1.0
2659,581,1900,645,853,207,174,1.0
2660,581,33009,85,253,368,212,0.99
2661,581,16548,641,199,175,265,0.91
2662,583,2483,74,698,255,459,1.0
2663,583,3743,547,190,257,257,0.88
2664,583,13395,112,91,236,454,0.82
2665,583,19552,475,642,333,485,0.67
2666,583,12778,473,623,329,517,0.63
2667,583,12081,109,91,239,471,0.37
2668,583,3544,549,160,276,301,0.29
2669,584,2483,603,95,261,450,1.0
2670,584,3743,104,818,274,281,0.88
2671,584,19552,147,122,326,469,0.82
2672,584,13395,603,690,250,496,0.79
2673,584,12778,149,113,327,493,0.6
2674,584,16262,95,803,296,301,0.47
2675,584,20014,114,817,294,284,0.28
2676,584,12081,608,675,243,526,0.26
2677,586,3483,573,813,281,192,1.0
2678,586,36637,643,166,170,252,1.0
2679,586,25469,51,788,354,302,1.0
2680,586,28763,146,197,208,200,1.0
2681,587,3483,127,271,269,191,1.0
2682,587,36637,130,833,183,254,1.0
2683,587,25469,572,191,339,281,1.0
2684,587,28763,613,857,222,215,0.99
2685,588,3483,605,846,274,188,1.0
2686,588,36637,674,174,175,252,1.0
2687,588,25469,91,831,340,299,1.0
2688,588,28763,166,203,209,209,0.99
2689,589,3483,600,867,259,230,1.0
2690,589,16262,637,177,247,232,1.0
2691,589,19861,125,863,223,169,1.0
2692,589,25367,32,96,309,509,0.75
2693,589,19552,43,108,328,467,0.47
2694,591,3483,149,220,250,223,1.0
2695,591,16262,98,849,253,246,1.0
2696,591,19861,643,276,217,173,0.99
2697,591,25367,649,613,318,552,0.69
2698,591,19552,641,656,335,504,0.39
2699,592,3483,151,219,249,221,1.0
2700,592,19861,641,279,219,171,0.99
2701,592,28763,647,898,223,216,0.99
2702,592,29667,114,847,233,227,0.99
2703,593,3483,572,838,257,227,1.0
2704,593,19861,92,826,224,177,1.0
2705,593,29667,610,194,214,221,0.99
2706,593,28763,112,162,212,193,0.99
2707,594,3483,597,868,260,232,1.0
2708,594,19861,124,864,219,168,1.0
2709,594,28763,130,161,208,205,0.99
2710,594,29667,634,197,229,221,0.99
2711,595,3351,397,866,194,195,1.0
2712,595,32310,108,213,254,343,0.99
2713,595,16232,653,288,187,191,0.98
2714,596,3351,349,163,184,185,1.0
2715,596,32310,580,619,266,366,1.0
2716,596,16232,79,732,200,200,1.0
2717,598,3351,401,873,193,193,1.0
2718,598,36637,171,333,183,249,0.99
2719,598,33880,549,195,307,419,0.99
2720,60,3483,149,219,249,223,1.0
2721,60,19861,644,277,210,171,1.0
2722,60,34597,560,682,400,520,0.94
2723,60,35206,110,774,301,386,0.88
2724,60,27733,100,776,316,395,0.58
2725,60,19552,545,708,427,458,0.37
2726,600,3351,386,227,185,182,1.0
2727,600,36637,625,721,179,258,1.0
2728,600,33880,116,677,309,444,0.99
2729,601,3483,123,307,268,200,1.0
2730,601,16262,151,803,253,242,1.0
2731,601,27733,568,262,298,266,1.0
2732,601,31885,487,631,448,475,0.96
2733,602,3483,580,758,273,211,1.0
2734,602,16262,561,218,242,228,1.0
2735,602,31885,27,115,445,463,0.96
2736,602,27733,84,725,324,283,0.82
2737,602,35206,84,725,325,285,0.39
2738,603,3483,607,790,274,212,1.0
2739,603,16262,589,222,246,238,1.0
2740,603,27733,124,767,314,275,1.0
2741,603,31885,36,131,463,452,0.94
2742,605,3483,587,842,286,177,1.0
2743,605,36637,642,208,190,246,1.0
2744,605,28763,144,248,215,204,0.99
2745,605,28763,96,853,219,206,0.99
2746,608,3351,340,191,185,188,1.0
2747,608,29667,592,723,232,229,1.0
2748,608,33880,54,606,311,448,0.99
2749,610,3483,561,810,288,181,1.0
2750,610,16232,622,222,186,183,1.0
2751,610,28763,62,813,219,207,0.99
2752,610,34597,0,94,398,472,0.97
2753,611,3483,132,286,279,181,1.0
2754,611,16232,141,847,202,191,0.99
2755,611,28763,673,257,215,199,0.99
2756,611,34597,594,650,382,475,0.95
2757,612,3483,586,842,284,177,1.0
2758,612,16232,647,229,198,181,0.99
2759,612,28763,94,852,220,206,0.99
2760,612,34597,0,131,413,449,0.94
2761,614,3351,346,153,185,189,1.0
2762,614,22074,635,726,187,193,1.0
2763,614,19232,164,652,248,358,1.0
2764,615,3351,388,213,185,183,1.0
2765,615,22074,674,818,184,191,0.99
2766,615,19232,213,755,237,356,0.99
2767,616,3483,149,219,250,223,1.0
2768,616,16232,145,896,194,196,1.0
2769,616,19861,642,275,218,174,0.99
2770,616,28763,628,890,222,211,0.99
2771,617,3483,600,867,260,233,1.0
2772,617,19861,125,865,224,171,1.0
2773,617,28763,147,178,213,203,1.0
2774,617,16232,654,172,180,187,0.99
2775,618,3483,573,837,261,230,1.0
